관리번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자
122492222,[오디오북] 무민과 화해의 편지,토베 얀손 원작,,2019,9791135702860 ,,,9,839.64,1,0,2019-10-15
122492221,[오디오북] 무민과 최고의 경주,토베 얀손 원작,,2019,9791135702877 ,,,10,839.6,1,0,2019-10-15
122492220,"[오디오북] 탐정 무민, 사라진 딸기잼을 찾아라!",토베 얀손 원작,,2019,9791135702884 ,,,1,859.7,1,0,2019-10-15
122492219,"[오디오북] 탐정 무민, 사라진 우표를 찾아라!",토베 얀손 원작,,2019,9791135702891 ,,,2,859.7,1,0,2019-10-15
122492218,[오디오북] 소공녀,프랜시스 버넷 원작,,2013,9788999107931 ,,,,843.4,1,0,2019-10-15
122492217,[오디오북] 장바구니는 왜 엄마를 울렸을까:찾아라! 생활 속 숨은 경제 ,석혜원 원작 ;이재성 연출,,2012,9788966434527 ,,,,320,1,0,2019-10-15
122492216,[오디오북] (The) Painter who went to the sea=바다로 간 화가 ,Monika Feth 원작,,2012,9788966436446 ,,,,853,1,0,2019-10-15
122492215,[오디오북] (The) Collector of thoughts=생각을 모으는 사람 ,Monika Feth 원작,,2012,9788966436453 ,,,,853,1,0,2019-10-15
122492214,[오디오북] (The) Happy street sign cleaner=행복한 청소부 ,Monika Feth 원작,,2012,9788966436460 ,,,,853,1,0,2019-10-15
122492213,[오디오북] 숟가락 먼저 들면 왜 안돼요?:소학으로 배우는 어린이 예의범절 ,최영갑 원작 ;정성용 연출,,2013,9788999105753 ,,,,194,1,0,2019-10-15
122492212,[오디오북] 나의 집은 우주시 태양계구 지구로,신동경 원작,,2019,9791135728792 ,,,,440,1,0,2019-10-15
122492211,"[오디오북] 탐정 무민, 사라진 진주 목걸이를 찾아라!",토베 얀손 원작,,2019,9791135702914 ,,,4,859.7,1,0,2019-10-15
122492209,[오디오북] 웃음이 퐁퐁퐁,김성은 원작,,2019,9791135726958 ,,,,813.8,1,0,2019-10-15
122492208,[오디오북] 할머니 어디 있어요?,안은영 원작,,2019,9791135728020 ,,,,813.8,1,0,2019-10-15
122492207,[오디오북] 발레리나 토끼,도요후쿠 마키코 원작,,2019,9791135728419 ,,,,833.8,1,0,2019-10-15
122492206,[오디오북] 한밤중 파라파라산,라이마 원작,,2019,9791135728433 ,,,,823.7,1,0,2019-10-15
122492205,[오디오북] 나는 138억 살,신동경 원작,,2019,9791135728778 ,,,,443.1,1,0,2019-10-15
122492204,[오디오북] 꼭두랑 꽃상여랑,김춘옥 원작,,2019,9791135728785 ,,,,384.6,1,0,2019-10-15
122492203,[오디오북] 왕자와 거지,마크 트웨인 원작,,2013,9788999109669 ,,,,843.4,1,0,2019-10-15
122492202,"[오디오북] Cinderella, Sleeping Beauty Suite=신데렐라, 잠자는 숲속의 공주 모음곡 ",Anthony Anderson;Kenny Anderson 원작,,2015,9788999148750 ,,,,674.95,1,0,2019-10-15
122492201,[오디오북] 온 겨레 어린이가 함께 보는 옛이야기,홍영우 원작,,2013,9788999115899 ,,,,813.5,1,0,2019-10-15
122492200,[오디오북] 바람과 풀꽃,정채봉 원작,,2014,9788999119569 ,,,,813.8,1,0,2019-10-15
122492199,[오디오북] 오세암,정채봉 원작,,2014,9788999118579 ,,,,813.62,1,0,2019-10-15
122492198,[오디오북] 하늘새 이야기,정채봉 원작,,2014,9788999120114 ,,,,813.62,1,0,2019-10-15
122492197,[오디오북] 푸른 수평선은 왜 멀어지는가,정채봉 원작,,2014,9788999124525 ,,,,813.8,1,0,2019-10-15
122492196,[오디오북] 고수산나 동화선집,고수산나 원작,오디언소리,2014,9788999135712 ,,,,813.8,1,0,2019-10-15
122492195,[오디오북] 엄마 아빠 기다리신다:박완서 그림동화 ,박완서 원작 ;황인진 연출,,2015,9788999144240 ,,,,813.8,1,0,2019-10-15
122492194,[오디오북] 영어로 읽는 자전거 도둑=(The) Bicycle thief ,박완서 원작 ;강은선 연출,,2015,9788999144301 ,,,,813.62,1,0,2019-10-15
122492193,"[오디오북] 우리 신부님, 쫄리 신부님",채빈 원작 ;전소라 연출,,2019,9791135725180 ,,,,238.2099,1,0,2019-10-15
122492192,[오디오북] 삼신 할망과 수복이,김춘옥 원작,,2019,9791135728808 ,,,,813.8,1,0,2019-10-15
122492191,[오디오북] 악어 엄마,조은수 원작,,2019,9791135728815 ,,,,813.8,1,0,2019-10-15
122492190,[오디오북] 쿵쿵이는 몰랐던 이상한 편견 이야기,허은실 원작,,2019,9791135728822 ,,,,331,1,0,2019-10-15
122492189,[오디오북] 경단녀 재취업 공부법:한 권으로 끝내는 재취업의 기술 ,이시현 원작 ;오디언 연출,,2019,9791135719677 ,,,,337.6,1,0,2019-10-15
122492188,[오디오북] 착각은 자유지만 혼자 즐기세요:친절도 조심해야 할 세상에게 내 인생에 갑질하는 이들에게 ,장한이 원작 ;김현 연출,,2019,9791135721120 ,,,,325.211,1,0,2019-10-15
122492187,[오디오북] 이 세상에 태어나길 참 잘했다,박완서 원작 ;강은선 연출,,2015,9788999150203 ,,,,813.62,1,0,2019-10-15
122492186,[오디오북] 빨간 여우:김기정 단편 동화집 ,김기정 원작 ;황인진 연출,,2015,9788999148996 ,,,,813.7,1,0,2019-10-15
122492185,[오디오북] (The) Marvelous land of Oz=환상의 나라 오즈 ,Lyman Frank Baum 원작,한솔씨앤엠,2015,9788999168796 ,,,,843.5,1,0,2019-10-15
122492184,[오디오북] 폭력:이것도 폭력이야? ,김준형 원작 ;오디언 연출,,2017,9788999199264 ,,,,334.23,1,0,2019-10-15
122492183,[오디오북] GMO,김훈기 원작 ;오디언 연출,,2017,9788999196195 ,,,,517.5,1,0,2019-10-15
122492182,[오디오북] (A) Tale of two cities=두 도시 이야기 ,Charles Dickens 원작,,2012,9788999101267 ,,,,843.4,1,0,2019-10-15
122492181,[오디오북] Rebecca=레베카 ,Daphne Du Maurier 원작,,2013,9788999114076 ,,,,843.5,1,0,2019-10-15
122492180,[오디오북] 김용택의 참교육 이야기:사랑으로 되살아나는 교육을 꿈꾸다 ,김용택 원작 ;강은선 연출,,2013,9788999114175 ,,,,370.4,1,0,2019-10-15
122492179,[오디오북] (어린이를 위한) 한일 외교사 수업,박영수 원작 ;정성용 연출,,2013,9788999114311 ,,,,349.11013,1,0,2019-10-15
122492178,[오디오북] 훈맹정음 할아버지 박두성,최지혜;엄정원 원작,,2019,9791135717482 ,,,,813.8,1,0,2019-10-15
122492177,[오디오북] Jane Eyre=제인 에어 ,Charlotte Bronte 원작,,2009,9788963206011 ,,,,843.4,1,0,2019-10-15
122492176,"[오디오북] Brahms, his life and work=브람스의 음악과 인생 ",NAXOS 원작,,2007,9788999158124 ,,,,670.99,1,0,2019-10-15
122492175,[오디오북] Anne of Green Gables=빨강머리 앤 ,L.M. Montgomery 원작,,2007,9788961235310 ,,,,843.5,1,0,2019-10-15
122492174,[오디오북] (The) Arabian night=아라비안 나이트 ,unidentified author 원작,,2007,9788963203997 ,,,,388.1,1,0,2019-10-15
122492173,[오디오북] 내 아이를 위한 칼 비테 교육법:이지성이 들려주는 칼 비테의 인문학 자녀교육법 ,이지성 원작 ;오디언 연출,,2017,9788999167898 ,,,,598.1,1,0,2019-10-15
122492172,"[오디오북] 차라리 이기적으로 살 걸 그랬습니다:진심, 긍정, 노력이 내 삶을 배신한다 ",김영훈 원작 ;김현 연출,,2019,9791135726071 ,,,,189.2,1,0,2019-10-15
122492171,"[오디오북] 잔소리하는 엄마, 화내는 아빠를 위한 육아법:불안한 부모를 위한 최고의 육아 지침서 ",이미진 원작 ;전소라 연출,,2019,9791135727610 ,,,,598.1,1,0,2019-10-15
122492170,[오디오북] 워킹맘을 위한 육아 멘토링,이선정 원작 ;오디언 연출,,2017,9788999199998 ,,,,598.1,1,0,2019-10-15
122492169,[오디오북] 0-7세 그림책 육아의 모든 것:그림책 세계에 입문한 부모들을 위한 그림책 독서법 ,심선민 원작 ;전소라 연출,,2017,9788999120329 ,,,,598.48,1,0,2019-10-15
122492168,[오디오북] 우리 집 고양이 봄이,이호백 원작,,2015,9788999157196 ,,,,375.1,1,0,2019-10-15
122492167,[오디오북] (영어로 읽는) 이 세상에 태어나길 참 잘했다=I am so happy I was born ,박완서 원작 ;강은선 연출,,2015,9788999150227 ,,,,813.62,1,0,2019-10-15
122492166,[오디오북] 무엇을 할까?:일과 신발 ,정해영 원작,,2015,9788999160516 ,,,,375.1,1,0,2019-10-15
122492165,[오디오북] 아이의 공부습관을 키워주는 정리의 힘,윤선현 원작 ;오디언 연출,,2018,9791134303006 ,,,,598.1,1,0,2019-10-15
122492164,[오디오북] 빌린책을 돌려주러 갑니다,이우연 원작,,2018,9791134307110 ,,,,813.8,1,0,2019-10-15
122492163,[오디오북] 코끼리 풍선,송현경 원작,,2018,9791134307134 ,,,,813.8,1,0,2019-10-15
122492162,[오디오북] 네모,차영경 원작,,2018,9791134307141 ,,,,813.8,1,0,2019-10-15
122492161,[오디오북] 개미가 올라간다,이해진 원작,,2018,9791134307158 ,,,,813.8,1,0,2019-10-15
122492160,[오디오북] 나는 나는 새,조우 원작,,2018,9791134307165 ,,,,813.8,1,0,2019-10-15
122492159,[오디오북] 돼지 안 돼지,이순옥 원작,,2018,9791134307172 ,,,,813.8,1,0,2019-10-15
122492158,[오디오북] 꼭꼭 봄바람,송현주 원작,,2018,9791134307189 ,,,,813.8,1,0,2019-10-15
122492157,"[오디오북] (완벽하지 않아서 행복한) 스웨덴 육아:한국 엄마, 진짜 스웨덴 육아를 만나다 ",홍민정 원작 ;오디언 연출,,2018,9791134330040 ,,,,598.1,1,0,2019-10-15
122492156,[오디오북] 가드를 올리고:고정순 그림책 ,고정순 원작 ;강은선 연출,,2018,9791134332204 ,,,,813.8,1,0,2019-10-15
122492155,[오디오북] 착한 엄마 콤플렉스:잘못된 보호가 실패를 두려워하는 아이로 만든다 ,김지영 원작 ;오디언 연출,오디언소리 [출판],2018,9791134339432 ,,,,598.1,1,0,2019-10-15
122492154,[오디오북] 국화꽃인형,차오원쉬엔 원작,,2018,9791134346416 ,,,,823.7,1,0,2019-10-15
122492153,[오디오북] 토마스는 어디에 있을까?,미카엘리 치리프 원작,,2018,9791134346454 ,,,,873,1,0,2019-10-15
122492152,[오디오북] 달을 삼킨 코뿔소,김세진 원작,,2018,9791134346461 ,,,,813.8,1,0,2019-10-15
122492151,[오디오북] 높이높이 날 거야,한태희 원작,,2018,9791134346478 ,,,,813.8,1,0,2019-10-15
122492150,[오디오북] 달빛 기차,전병호 원작,,2018,9791134346485 ,,,,813.8,1,0,2019-10-15
122492149,[오디오북] 똥통에 풍덩,김동영 원작,,2018,9791134346492 ,,,,813.8,1,0,2019-10-15
122492148,[오디오북] 도시락 도둑,정란희 원작,,2018,9791134346508 ,,,,813.8,1,0,2019-10-15
122492147,[오디오북] 머릿니 전성시대,이상교 원작,,2018,9791134346515 ,,,,813.8,1,0,2019-10-15
122492146,[오디오북] 물차 오는 날,박혜숙 원작,,2018,9791134346522 ,,,,813.8,1,0,2019-10-15
122492145,[오디오북] 셀카가 뭐길래!,임윤미 원작,,2018,9791134346539 ,,,,813.8,1,0,2019-10-15
122492144,[오디오북] 연탄집,임정진 원작,,2018,9791134346560 ,,,,813.8,1,0,2019-10-15
122492143,[오디오북] 엿서리 특공대,박상률 원작,,2018,9791134346577 ,,,,813.8,1,0,2019-10-15
122492142,"[오디오북] 으악, 쥐다!",한태희 원작,,2018,9791134346584 ,,,,813.8,1,0,2019-10-15
122492141,[오디오북] 우리 동네 만화방,송언 원작,,2018,9791134346591 ,,,,813.8,1,0,2019-10-15
122492140,[오디오북] 오뚝이는 내 친구,조숙경 원작,,2018,9791134346607 ,,,,813.8,1,0,2019-10-15
122492139,[오디오북] 올리와 바람,로노조이 고시 원작,,2018,9791134346614 ,,,,843.6,1,0,2019-10-15
122492138,"[오디오북] 안녕, 울적아",안나 워커 원작,,2018,9791134346621 ,,,,843.6,1,0,2019-10-15
122492137,[오디오북] 한밤중에 강남귀신,김지연 원작,,2018,9791134350031 ,,,,813.8,1,0,2019-10-15
122492136,[오디오북] 엄마주도학습:대치동 샤론코치가 전하는 강제적 공부 습관의 힘 ,이미애 원작 ;전소라 연출,,2018,9791134349707 ,,,,598.58,1,0,2019-10-15
122492135,[오디오북] 여자아이 강하게 키우기:여아 전문 태권도 관장이 말하는 여자아이 키울 때 꼭 알아야 할 것들 ,이은지 원작 ;정성용 연출,,2018,9791134363543 ,,,,598.133,1,0,2019-10-15
122492134,[오디오북] (답답한 가슴 뻥 뚫리는) 사이다 육아 상담소:엄마들이 묻고 코칭맘이 답한다 ,정은경 원작 ;이진오 연출,,2019,9791134309831 ,,,,598.1,1,0,2019-10-15
122492133,[오디오북] (아이와의 힘겨루기에 지친 부모를 위한) 버럭맘 Q＆A 처방전,박윤미 원작 ;이진오 연출,,2019,9791134336097 ,,,,598.1,1,0,2019-10-15
122492132,[오디오북] 큰소리치지 않고 아들 키우는 100가지 포인트:아들 키우는 엄마라면 꼭 읽어야 할 육아지침서 ,루펑칭 원작 ;전소라 연출,,2019,9791134360405 ,,,,598.132,1,0,2019-10-15
122492131,[오디오북] 엄마의 행복한 감정공부:완벽한 엄마보다 행복한 엄마가 되라! ,한선희 원작 ;전소라 연출,,2019,9791134379896 ,,,,598.1,1,0,2019-10-15
122492130,[오디오북] 스위스 아이처럼 스위스 아빠처럼:두 아들과 스위스로 날아간 외교관 아빠의 육아휴직 분투기 ,임상우 원작 ;전소라 연출,,2019,9791135703355 ,,,,598.1,1,0,2019-10-15
122492129,"[오디오북] 육아살롱 in 영화, 부모 3.0:속 시원한 '사이다 육아'를 영화에서 만나다! ",김혜준;윤기혁 원작 ;정성용 연출,,2019,9791135705083 ,,,,598.1,1,0,2019-10-15
122492128,[오디오북] 칼리의 프랑스 학교 이야기:질문하고 토론하고 연대하는 '프랑스 아이'의 성장비결 ,목수정 원작 ;김현 연출,,2019,9791134359867 ,,,,371.0926,1,0,2019-10-15
122492127,[오디오북] 나는 내 아이가 가장 어렵다:공감과 배려로 키우는 자존감 육아법 ,박미 원작 ;전소라 연출,,2019,9791135705267 ,,,,598.1,1,0,2019-10-15
122492126,[오디오북] 빅브레인=Big brain :내 아이 두뇌 성장 보고서 ,김권수 원작 ;김현 연출,오디언소리,2019,9791134364311 ,,,,598.1,1,0,2019-10-15
122492125,[오디오북] (내 아이 미래를 결정하는) 자존감 육아법,박영신 원작 ;오디언 연출,오디언소리,2019,9791135705809 ,,,,598.1,1,0,2019-10-15
122492124,[오디오북] 나는 뻔뻔한 엄마가 되기로 했다:엄마는 편안해지고 아이는 행복해지는 놀라운 육아의 기술 34 ,김경림 원작 ;전소라 연출,오디언소리,2019,9791135710995 ,,,,598.1,1,0,2019-10-15
122492123,[오디오북] 끝내주는 똥 이야기,안나 한손 원작,,2019,9791135722042 ,,,,859.73,1,0,2019-10-15
122492122,[오디오북] 내 이가 최고야,김주이 원작,,2019,9791135722059 ,,,,813.8,1,0,2019-10-15
122492121,[오디오북] 딸 인권 선언,엘리자베스 브라미 원작,오디언소리 [제작],2019,9791135722066 ,,,1,342,1,0,2019-10-15
122492120,[오디오북] 맨홀에 빠진 딴청이,보르미 원작,,2019,9791135722073 ,,,,813.8,1,0,2019-10-15
122492119,[오디오북] 별난 요리사의 행복 레시피,정설희 원작,,2019,9791135722080 ,,,,813.8,1,0,2019-10-15
122492118,[오디오북] 비밀스러운 한복나라,무돌 원작,,2019,9791135722097 ,,,,813.8,1,0,2019-10-15
122492117,[오디오북] 뿌지직 우주 똥꼬 전쟁,안영은 원작,,2019,9791135722127 ,,,,813.8,1,0,2019-10-15
122492116,[오디오북] 스마트폰을 공짜로 드립니다,미우 원작,,2019,9791135722134 ,,,,813.8,1,0,2019-10-15
122492115,[오디오북] (신비하고 아름다운) 우주:처음 떠나는 우주 여행 ,캐서린 바 원작,,2019,9791135722141 ,,,,440,1,0,2019-10-15
122492114,[오디오북] 아들 인권 선언,엘리자베스 브라미 원작,오디언소리 [제작],2019,9791135722158 ,,,2,342,1,0,2019-10-15
122492113,[오디오북] 마음이 그랬어,박진아 원작,,2019,9791135722288 ,,,,813.8,1,0,2019-10-15
122492112,[오디오북] 용기 로봇의 비밀,이욱재 원작,,2019,9791135722301 ,,,,813.8,1,0,2019-10-15
122492111,[오디오북] 처음 학교 가는 날,플뢰르 우리 원작,,2019,9791135722318 ,,,,863,1,0,2019-10-15
122492110,[오디오북] 아빠 인권 선언,엘리자베스 브라미 원작,오디언소리 [제작],2019,9791135722165 ,,,4,342,1,0,2019-10-15
122492109,[오디오북] 내 이름은 푸른점,쁘띠삐에 원작,오디언소리 [제작],2019,9791135722226 ,,,,813.8,1,0,2019-10-15
122492108,[오디오북] 엄마 인권 선언,엘리자베스 브라미 원작,오디언소리 [제작],2019,9791135722172 ,,,3,342,1,0,2019-10-15
122492107,[오디오북] 오늘은 내가 엄마,소예 원작,오디언소리 [제작],2019,9791135722196 ,,,,813.8,1,0,2019-10-15
122476115,[오디오북] 나 없이 마트가지 마라:똑똑하고 건강한 아이로 만드는 식품 선택의 비밀 ,배지영 원작 ;오디언 연출,,2019,9791135720215 ,,,,574,1,0,2019-10-15
122476114,"[오디오북] 아빠가 쓰는 육아일기:아이, 엄마, 아빠, 가족이 모두 행복한 아빠의 육아법 ",양형진 원작 ;오디언 연출,,2019,9791135720598 ,,,,598.1,1,0,2019-10-15
122476113,[오디오북] 9가지 자녀 교육의 법칙:대한민국 최고 자녀 교육 멘토의 부모 수업 ,박경애 원작 ;전소라 연출,,2019,9791135724275 ,,,,598.1,1,0,2019-10-15
121309795,한글이 우수할 수밖에 없는 열두 가지 이유 ,노은주 글·그림,단비어린이,2019,9788963011776 ,,,,911,1,2,2019-10-08
121309794,하이에나 패밀리,줄리언 클레어리 글 ;데이비드 로버츠 그림 ;손성화 옮김,시공주니어,2019,9788952789792 ,,,2,843,1,1,2019-10-08
121309793,하이에나 패밀리,줄리언 클레어리 글 ;데이비드 로버츠 그림 ;손성화 옮김,시공주니어,2019,9788952784971 ,,,1,843,1,1,2019-10-08
121309792,투명 의자 :윤해연 장편동화 ,윤해연 지음;오윤화 그림,별숲,2019,9788997798681 ,,,,813.8,1,1,2019-10-08
121309791,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,아이세움,2019,9791164131914 ,,,8,833.8,1,3,2019-10-08
121309790,초록을 품은 환경교과서 ,올레 마티스모엔 글;제니 요르달 그림;손화수 옮김,청어람아이(청어람미디어),2019,9791158711054 ,,,,539.98,1,0,2019-10-08
121309789,초등학생 수영 교과서 ,메이츠 지음;김소영 옮김,바이킹,2019,9788964943083 ,,,,696.1,1,1,2019-10-08
121309788,착해도 너무 착한 롤리의 일기 ,제프 키니 글.그림;신인수 옮김,아이세움,2019,9791164131594 ,,,,843,1,3,2019-10-08
121309787,즐거운 종이 실험실 :메이커: 미래 과학자를 위한 프로젝트,캐시 세서리 지음 ;이승택;이재분;이준성 [공]옮김,꿈결,2019,9791188260683 ,,,,507.5,1,0,2019-10-08
121309786,즐거운 야외 실험실 :메이커: 미래 과학자를 위한 프로젝트,잭 챌로너 지음;이승택;이재분 [공]옮김,꿈결,2019,9791188260713 ,,,,407,1,1,2019-10-08
121309785,제로니모의 환상 모험,제로니모 스틸턴 글;이승수 옮김,이퍼블릭,2019,9791160575712 ,,,29,883,1,1,2019-10-08
121309784,이사도라 문,해리엇 먼캐스터 지음;심연희 옮김,북이십일,2019,9788950977931 ,,,3,843,1,1,2019-10-08
