기간,자치구,행정동,구분,계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상
2019.3/4,서초구,서초2동,한국인,18351,730,769,808,872,1042,1606,1909,1867,1571,1670,1283,1131,1030,742,581,366,192,100,51,15,16
2019.3/4,서초구,서초2동,외국인,324,13,7,5,2,28,44,57,62,33,25,13,22,7,3,-,1,1,1,-,-,-
2019.3/4,서초구,서초3동,계,31067,810,951,1110,1691,2325,2900,2627,2464,2151,2774,2507,2305,2091,1431,1237,849,491,218,87,34,14
2019.3/4,서초구,서초3동,한국인,30742,810,948,1102,1684,2297,2844,2552,2431,2130,2747,2483,2278,2079,1428,1236,849,491,218,87,34,14
2019.3/4,서초구,서초3동,외국인,325,-,3,8,7,28,56,75,33,21,27,24,27,12,3,1,-,-,-,-,-,-
2019.3/4,서초구,서초4동,계,31886,1092,2052,2189,2012,1933,1784,1688,2458,2970,3532,2668,1924,1737,1268,1085,707,456,193,95,28,15
2019.3/4,서초구,서초4동,한국인,31621,1081,2043,2184,2005,1926,1758,1623,2399,2947,3508,2659,1915,1734,1264,1082,707,456,192,95,28,15
2019.3/4,서초구,서초4동,외국인,265,11,9,5,7,7,26,65,59,23,24,9,9,3,4,3,-,-,1,-,-,-
2019.3/4,서초구,잠원동,계,34953,1113,1628,1953,2099,2170,2464,2480,2942,3105,3679,3087,2412,2013,1336,989,650,436,230,108,39,20
2019.3/4,서초구,잠원동,한국인,34731,1110,1627,1952,2092,2144,2433,2440,2917,3083,3660,3069,2394,2006,1333,989,650,436,230,108,39,19
2019.3/4,서초구,잠원동,외국인,222,3,1,1,7,26,31,40,25,22,19,18,18,7,3,-,-,-,-,-,-,1
2019.3/4,서초구,반포본동,계,12106,200,437,835,1143,883,630,436,511,896,1580,1232,801,650,532,574,401,224,94,21,18,8
2019.3/4,서초구,반포본동,한국인,12039,196,432,831,1140,883,620,430,503,887,1573,1229,796,649,531,574,401,223,94,21,18,8
2019.3/4,서초구,반포본동,외국인,67,4,5,4,3,-,10,6,8,9,7,3,5,1,1,-,-,1,-,-,-,-
2019.3/4,서초구,반포1동,계,33139,1208,2007,1930,1607,1839,2739,2736,3333,3335,3321,2218,1857,1727,1188,903,617,317,142,76,20,19
2019.3/4,서초구,반포1동,한국인,32779,1197,1997,1926,1603,1796,2671,2677,3296,3311,3293,2190,1833,1716,1186,901,616,315,141,75,20,19
2019.3/4,서초구,반포1동,외국인,360,11,10,4,4,43,68,59,37,24,28,28,24,11,2,2,1,2,1,1,-,-
2019.3/4,서초구,반포2동,계,16381,681,1341,1559,1170,773,630,593,1181,1780,2053,1186,830,771,557,555,349,209,74,43,23,23
2019.3/4,서초구,반포2동,한국인,16198,664,1320,1541,1164,773,624,582,1152,1751,2029,1179,822,768,554,555,348,209,74,43,23,23
2019.3/4,서초구,반포2동,외국인,183,17,21,18,6,-,6,11,29,29,24,7,8,3,3,-,1,-,-,-,-,-
2019.3/4,서초구,반포3동,계,20324,770,1121,1361,1395,1195,1041,1112,1535,1963,2369,1709,1258,1136,744,628,495,269,134,60,15,14
2019.3/4,서초구,반포3동,한국인,20266,770,1119,1360,1393,1194,1037,1100,1524,1957,2361,1706,1254,1135,741,628,495,269,134,60,15,14
2019.3/4,서초구,반포3동,외국인,58,-,2,1,2,1,4,12,11,6,8,3,4,1,3,-,-,-,-,-,-,-
2019.3/4,서초구,반포4동,계,20270,857,1029,1137,1161,1183,1266,1341,1712,1737,2026,1565,1323,1301,949,767,425,248,152,64,22,5
2019.3/4,서초구,반포4동,한국인,19714,826,969,1093,1135,1174,1250,1299,1637,1629,1962,1511,1310,1293,946,765,424,248,152,64,22,5
2019.3/4,서초구,반포4동,외국인,556,31,60,44,26,9,16,42,75,108,64,54,13,8,3,2,1,-,-,-,-,-
2019.3/4,서초구,방배본동,계,21471,536,1063,1347,1557,1366,1315,1132,1473,1796,2331,1889,1542,1253,897,740,551,410,169,77,22,5
2019.3/4,서초구,방배본동,한국인,21277,524,1054,1333,1548,1357,1307,1113,1452,1763,2311,1868,1533,1250,894,737,551,409,169,77,22,5
2019.3/4,서초구,방배본동,외국인,194,12,9,14,9,9,8,19,21,33,20,21,9,3,3,3,-,1,-,-,-,-
2019.3/4,서초구,방배1동,계,17559,616,591,553,857,1114,1460,1585,1636,1391,1474,1289,1178,1128,923,714,554,289,114,66,17,10
2019.3/4,서초구,방배1동,한국인,17429,616,590,552,857,1106,1435,1550,1620,1384,1468,1273,1169,1126,922,713,554,288,114,65,17,10
2019.3/4,서초구,방배1동,외국인,130,-,1,1,-,8,25,35,16,7,6,16,9,2,1,1,-,1,-,1,-,-
2019.3/4,서초구,방배2동,계,21135,637,673,777,938,1337,1776,1663,1671,1499,1725,1637,1739,1729,1121,958,651,346,150,69,26,13
2019.3/4,서초구,방배2동,한국인,20977,629,671,776,938,1333,1768,1639,1651,1475,1707,1621,1719,1719,1120,956,651,346,150,69,26,13
2019.3/4,서초구,방배2동,외국인,158,8,2,1,-,4,8,24,20,24,18,16,20,10,1,2,-,-,-,-,-,-
2019.3/4,서초구,방배3동,계,22489,634,781,882,1292,1453,1641,1513,1595,1507,1951,1843,1940,1892,1284,981,637,363,183,94,18,5
2019.3/4,서초구,방배3동,한국인,22328,632,780,879,1289,1442,1608,1489,1584,1492,1939,1825,1927,1883,1280,981,636,363,183,93,18,5
2019.3/4,서초구,방배3동,외국인,161,2,1,3,3,11,33,24,11,15,12,18,13,9,4,-,1,-,-,1,-,-
2019.3/4,서초구,방배4동,계,24278,791,978,1236,1508,1502,1847,1794,2001,2019,2462,1917,1636,1363,983,894,702,386,164,66,18,11
2019.3/4,서초구,방배4동,한국인,23978,781,951,1211,1494,1496,1832,1776,1969,1968,2418,1895,1617,1354,977,894,701,385,164,66,18,11
2019.3/4,서초구,방배4동,외국인,300,10,27,25,14,6,15,18,32,51,44,22,19,9,6,-,1,1,-,-,-,-
2019.3/4,서초구,양재1동,계,46022,1796,3010,2301,1918,2438,3188,3302,4278,4116,3875,3201,3251,3099,2254,1754,1065,619,344,167,41,5
2019.3/4,서초구,양재1동,한국인,45642,1787,3004,2295,1916,2425,3152,3248,4221,4070,3829,3155,3214,3087,2250,1752,1063,617,344,167,41,5
2019.3/4,서초구,양재1동,외국인,380,9,6,6,2,13,36,54,57,46,46,46,37,12,4,2,2,2,-,-,-,-
2019.3/4,서초구,양재2동,계,23250,798,867,770,912,1317,2270,2379,2379,1863,2130,1694,1719,1466,1001,734,515,247,102,61,19,7
2019.3/4,서초구,양재2동,한국인,22994,795,857,762,909,1301,2222,2340,2346,1841,2110,1678,1696,1459,998,730,515,246,102,61,19,7
2019.3/4,서초구,양재2동,외국인,256,3,10,8,3,16,48,39,33,22,20,16,23,7,3,4,-,1,-,-,-,-
2019.3/4,서초구,내곡동,계,18545,954,1337,671,581,906,1111,1222,1952,1625,1368,1180,1340,1364,985,852,540,310,160,63,14,10
2019.3/4,서초구,내곡동,한국인,18482,954,1336,671,581,902,1109,1209,1932,1621,1363,1177,1333,1361,984,852,540,310,160,63,14,10
2019.3/4,서초구,내곡동,외국인,63,-,1,-,-,4,2,13,20,4,5,3,7,3,1,-,-,-,-,-,-,-
2019.3/4,강남구,소계,계,549043,15587,23241,27859,32803,35068,42661,41228,46455,46510,53835,43745,36913,33109,24287,19582,12844,7206,3717,1642,484,267
2019.3/4,강남구,소계,한국인,544028,15511,23169,27806,32701,34623,41708,40263,45850,46039,53463,43431,36615,32950,24220,19547,12829,7199,3715,1639,484,266
2019.3/4,강남구,소계,외국인,5015,76,72,53,102,445,953,965,605,471,372,314,298,159,67,35,15,7,2,3,-,1
2019.3/4,강남구,신사동,계,17623,445,619,836,967,1082,1399,1297,1397,1451,1770,1365,1134,980,827,793,611,384,171,70,16,9
2019.3/4,강남구,신사동,한국인,17348,440,618,833,959,1060,1344,1232,1361,1421,1751,1355,1125,977,820,792,611,384,171,69,16,9
2019.3/4,강남구,신사동,외국인,275,5,1,3,8,22,55,65,36,30,19,10,9,3,7,1,-,-,-,1,-,-
2019.3/4,강남구,논현1동,계,23810,424,384,408,587,1556,3301,3236,2970,2055,1827,1465,1450,1323,969,771,548,304,143,53,18,18
2019.3/4,강남구,논현1동,한국인,23237,415,377,405,579,1483,3187,3119,2899,2016,1792,1425,1418,1305,966,770,546,303,143,53,18,18
2019.3/4,강남구,논현1동,외국인,573,9,7,3,8,73,114,117,71,39,35,40,32,18,3,1,2,1,-,-,-,-
2019.3/4,강남구,논현2동,계,22002,618,635,560,819,1385,2245,2352,2466,1917,1866,1489,1429,1283,949,873,574,283,164,54,21,20
2019.3/4,강남구,논현2동,한국인,21704,616,635,557,799,1344,2201,2309,2422,1894,1843,1472,1411,1271,943,871,574,283,164,54,21,20
2019.3/4,강남구,논현2동,외국인,298,2,-,3,20,41,44,43,44,23,23,17,18,12,6,2,-,-,-,-,-,-
2019.3/4,강남구,삼성1동,계,14928,483,509,580,852,1009,1134,1130,1174,1175,1326,1249,1194,1038,718,591,410,191,91,52,16,6
2019.3/4,강남구,삼성1동,한국인,14645,473,499,576,850,999,1112,1069,1138,1130,1302,1230,1175,1026,714,586,410,191,91,52,16,6
2019.3/4,강남구,삼성1동,외국인,283,10,10,4,2,10,22,61,36,45,24,19,19,12,4,5,-,-,-,-,-,-
2019.3/4,강남구,삼성2동,계,30362,1070,1520,1741,1706,1729,2217,2450,2990,3127,3311,2317,1600,1337,1062,939,695,320,138,63,19,11
2019.3/4,강남구,삼성2동,한국인,30132,1068,1517,1736,1700,1716,2194,2405,2953,3095,3293,2296,1586,1330,1060,937,695,320,138,63,19,11
2019.3/4,강남구,삼성2동,외국인,230,2,3,5,6,13,23,45,37,32,18,21,14,7,2,2,-,-,-,-,-,-
2019.3/4,강남구,대치1동,계,25349,483,1516,2877,2761,1654,997,663,1095,2568,3681,2366,1405,1064,823,627,371,237,99,38,10,14
2019.3/4,강남구,대치1동,한국인,25298,482,1514,2875,2760,1652,995,657,1087,2561,3674,2365,1402,1062,818,626,371,237,99,37,10,14
2019.3/4,강남구,대치1동,외국인,51,1,2,2,1,2,2,6,8,7,7,1,3,2,5,1,-,-,-,1,-,-
2019.3/4,강남구,대치4동,계,20937,325,485,909,1838,1637,1943,1785,1777,1761,2448,1918,1275,925,610,572,413,188,88,26,4,10
2019.3/4,강남구,대치4동,한국인,20636,317,482,908,1836,1612,1882,1729,1737,1729,2425,1903,1249,918,608,572,413,188,88,26,4,10
2019.3/4,강남구,대치4동,외국인,301,8,3,1,2,25,61,56,40,32,23,15,26,7,2,-,-,-,-,-,-,-
2019.3/4,강남구,역삼1동,계,37277,663,542,576,1144,2508,5657,5705,4836,3192,2847,2268,2031,1789,1190,979,708,368,169,67,17,21
2019.3/4,강남구,역삼1동,한국인,36254,652,532,570,1127,2400,5380,5487,4722,3107,2796,2211,1996,1774,1179,976,705,366,169,67,17,21
2019.3/4,강남구,역삼1동,외국인,1023,11,10,6,17,108,277,218,114,85,51,57,35,15,11,3,3,2,-,-,-,-
2019.3/4,강남구,역삼2동,계,37211,1219,1890,2676,2723,2243,2656,2497,3135,3854,4741,2920,1760,1444,1118,1040,665,366,146,76,22,20
2019.3/4,강남구,역삼2동,한국인,36862,1214,1884,2674,2720,2213,2568,2437,3100,3834,4703,2902,1734,1432,1117,1036,664,366,146,76,22,20
2019.3/4,강남구,역삼2동,외국인,349,5,6,2,3,30,88,60,35,20,38,18,26,12,1,4,1,-,-,-,-,-
2019.3/4,강남구,도곡1동,계,22618,690,1162,1162,1191,1453,1807,1680,1802,1873,2043,1825,1680,1493,1009,763,469,271,153,65,19,8
2019.3/4,강남구,도곡1동,한국인,22464,689,1160,1160,1187,1441,1778,1654,1786,1859,2031,1815,1671,1487,1003,760,468,270,153,65,19,8
2019.3/4,강남구,도곡1동,외국인,154,1,2,2,4,12,29,26,16,14,12,10,9,6,6,3,1,1,-,-,-,-
2019.3/4,강남구,도곡2동,계,34385,1068,1882,2294,2556,2273,1895,1735,2262,2899,3798,3049,2393,1942,1540,1223,744,445,229,113,27,18
2019.3/4,강남구,도곡2동,한국인,34262,1066,1881,2292,2555,2268,1880,1706,2246,2890,3782,3042,2385,1938,1537,1221,744,443,229,112,27,18
2019.3/4,강남구,도곡2동,외국인,123,2,1,2,1,5,15,29,16,9,16,7,8,4,3,2,-,2,-,1,-,-
2019.3/4,강남구,개포1동,계,7028,134,249,297,353,428,450,352,413,438,538,596,626,669,540,409,273,135,65,37,16,10
2019.3/4,강남구,개포1동,한국인,7002,134,249,297,352,426,446,350,413,437,529,593,625,667,540,409,273,135,65,37,16,9
2019.3/4,강남구,개포1동,외국인,26,-,-,-,1,2,4,2,-,1,9,3,1,2,-,-,-,-,-,-,-,1
2019.3/4,강남구,개포4동,계,18485,546,661,750,987,1333,1397,1448,1480,1403,1691,1668,1521,1382,819,637,374,214,95,60,14,5
2019.3/4,강남구,개포4동,한국인,18328,541,650,746,986,1329,1379,1422,1464,1391,1680,1650,1506,1370,817,636,374,214,94,60,14,5
2019.3/4,강남구,개포4동,외국인,157,5,11,4,1,4,18,26,16,12,11,18,15,12,2,1,-,-,1,-,-,-
2019.3/4,강남구,일원본동,계,24469,846,1534,1773,1711,1430,1279,1327,1907,2104,2575,2077,1651,1652,1082,620,387,222,188,78,20,6
2019.3/4,강남구,일원본동,한국인,24435,846,1534,1769,1709,1425,1276,1322,1903,2102,2571,2075,1649,1651,1082,620,387,222,188,78,20,6
2019.3/4,강남구,일원본동,외국인,34,-,-,4,2,5,3,5,4,2,4,2,2,1,-,-,-,-,-,-,-,-
2019.3/4,강남구,일원1동,계,16556,381,464,530,791,1044,1404,1193,1286,1094,1196,1320,1429,1443,1049,801,546,318,162,81,19,5
2019.3/4,강남구,일원1동,한국인,16391,380,458,527,790,1040,1377,1173,1277,1080,1179,1304,1406,1427,1044,798,546,318,162,81,19,5
2019.3/4,강남구,일원1동,외국인,165,1,6,3,1,4,27,20,9,14,17,16,23,16,5,3,-,-,-,-,-,-
2019.3/4,강남구,일원2동,계,18162,603,692,845,1047,1040,1016,1222,1543,1478,1667,1397,1279,1355,1136,872,506,247,148,44,20,5
2019.3/4,강남구,일원2동,한국인,18089,603,690,845,1046,1029,988,1210,1538,1473,1665,1395,1277,1352,1136,872,506,247,148,44,20,5
2019.3/4,강남구,일원2동,외국인,73,-,2,-,1,11,28,12,5,5,2,2,2,3,-,-,-,-,-,-,-,-
2019.3/4,강남구,수서동,계,16065,494,264,265,442,771,1035,1242,1381,921,853,1029,1464,1875,1430,1085,694,430,238,113,34,5
2019.3/4,강남구,수서동,한국인,15985,491,264,265,440,765,1019,1229,1371,916,849,1026,1454,1870,1428,1084,694,430,238,113,34,5
2019.3/4,강남구,수서동,외국인,80,3,-,-,2,6,16,13,10,5,4,3,10,5,2,1,-,-,-,-,-,-
2019.3/4,강남구,세곡동,계,45109,1839,3269,2402,2146,2379,3068,3102,4442,4017,3687,3109,2981,2699,1884,1536,1091,739,468,190,54,7
2019.3/4,강남구,세곡동,한국인,44903,1837,3266,2401,2146,2365,3030,3047,4411,3997,3679,3096,2970,2693,1881,1535,1091,739,468,190,54,7
2019.3/4,강남구,세곡동,외국인,206,2,3,1,-,14,38,55,31,20,8,13,11,6,3,1,-,-,-,-,-,-
2019.3/4,강남구,압구정동,계,27767,915,1395,1406,1490,1638,1693,1586,2164,2376,2685,2113,1779,1672,1460,1356,1009,596,257,117,45,15
2019.3/4,강남구,압구정동,한국인,27607,912,1395,1404,1481,1621,1659,1557,2150,2358,2675,2104,1774,1669,1459,1355,1004,596,257,117,45,15
2019.3/4,강남구,압구정동,외국인,160,3,-,2,9,17,34,29,14,18,10,9,5,3,1,1,5,-,-,-,-,-
2019.3/4,강남구,청담동,계,30132,1081,1370,1148,1453,1995,2371,2327,2774,2531,2641,2417,2146,1949,1325,1146,703,409,184,106,33,23
2019.3/4,강남구,청담동,한국인,29876,1078,1368,1143,1440,1964,2342,2285,2737,2500,2617,2398,2136,1943,1324,1145,703,408,183,106,33,23
2019.3/4,강남구,청담동,외국인,256,3,2,5,13,31,29,42,37,31,24,19,10,6,1,1,-,1,1,-,-,-
2019.3/4,강남구,대치2동,계,38853,638,1371,2835,3860,3035,2403,1719,1792,2864,4781,3933,3024,2305,1664,1237,703,351,198,90,28,22
2019.3/4,강남구,대치2동,한국인,38696,637,1370,2834,3860,3026,2379,1690,1775,2845,4767,3923,3007,2298,1661,1234,701,351,198,90,28,22
2019.3/4,강남구,대치2동,외국인,157,1,1,1,-,9,24,29,17,19,14,10,17,7,3,3,2,-,-,-,-,-
2019.3/4,강남구,개포2동,계,19915,622,828,989,1379,1446,1294,1180,1369,1412,1863,1855,1662,1490,1083,712,350,188,123,49,12,9
2019.3/4,강남구,개포2동,한국인,19874,620,826,989,1379,1445,1292,1174,1360,1404,1860,1851,1659,1490,1083,712,349,188,123,49,12,9
2019.3/4,강남구,개포2동,외국인,41,2,2,-,-,1,2,6,9,8,3,4,3,-,-,-,1,-,-,-,-,-
2019.3/4,송파구,소계,계,684338,25190,29288,28940,33418,42559,55109,55790,61422,53515,58247,53875,53220,47703,32336,22998,15040,8697,4394,1827,506,264
2019.3/4,송파구,소계,한국인,677489,24983,29098,28844,33347,42198,54412,54839,60628,52942,57542,53047,52355,47344,32251,22961,15022,8689,4391,1826,506,264
2019.3/4,송파구,소계,외국인,6849,207,190,96,71,361,697,951,794,573,705,828,865,359,85,37,18,8,3,1,-,-
2019.3/4,송파구,풍납1동,계,15697,448,409,464,578,903,1081,1159,1237,1026,1277,1362,1573,1460,957,717,553,309,127,35,14,8
2019.3/4,송파구,풍납1동,한국인,14834,425,384,450,573,878,1038,1089,1147,970,1172,1212,1403,1393,943,715,550,308,127,35,14,8
2019.3/4,송파구,풍납1동,외국인,863,23,25,14,5,25,43,70,90,56,105,150,170,67,14,2,3,1,-,-,-,-
2019.3/4,송파구,풍납2동,계,24762,892,1074,1002,1110,1676,2104,1940,2181,1932,2045,1841,1825,1843,1201,899,600,320,182,67,21,7
2019.3/4,송파구,풍납2동,한국인,24570,890,1067,999,1103,1665,2076,1906,2156,1916,2031,1820,1809,1838,1199,898,600,320,182,67,21,7
2019.3/4,송파구,풍납2동,외국인,192,2,7,3,7,11,28,34,25,16,14,21,16,5,2,1,-,-,-,-,-,-
2019.3/4,송파구,거여1동,계,13273,309,436,485,674,900,967,880,875,936,1215,1194,1219,1068,747,622,391,211,99,32,10,3
2019.3/4,송파구,거여1동,한국인,13158,309,430,484,674,897,962,868,866,917,1199,1174,1198,1067,746,621,391,211,99,32,10,3
2019.3/4,송파구,거여1동,외국인,115,-,6,1,-,3,5,12,9,19,16,20,21,1,1,1,-,-,-,-,-,-
2019.3/4,송파구,거여2동,계,17047,531,598,644,866,948,978,1004,1327,1231,1600,1549,1422,1382,976,831,579,332,153,66,15,15
2019.3/4,송파구,거여2동,한국인,16974,530,597,644,866,943,967,1000,1323,1225,1590,1533,1410,1379,976,831,579,332,153,66,15,15
2019.3/4,송파구,거여2동,외국인,73,1,1,-,-,5,11,4,4,6,10,16,12,3,-,-,-,-,-,-,-,-
2019.3/4,송파구,마천1동,계,20833,443,759,812,951,1268,1309,1059,1438,1354,1841,1914,1903,1858,1283,1027,834,457,210,78,18,17
2019.3/4,송파구,마천1동,한국인,20636,440,754,811,950,1261,1296,1035,1411,1337,1815,1886,1883,1841,1278,1024,834,457,210,78,18,17
2019.3/4,송파구,마천1동,외국인,197,3,5,1,1,7,13,24,27,17,26,28,20,17,5,3,-,-,-,-,-,-
2019.3/4,송파구,마천2동,계,20315,461,606,642,951,1234,1341,1149,1291,1314,1712,1895,2143,1787,1255,983,762,454,185,84,39,27
2019.3/4,송파구,마천2동,한국인,20127,457,604,637,949,1230,1332,1126,1280,1302,1675,1865,2110,1778,1251,982,761,453,185,84,39,27
2019.3/4,송파구,마천2동,외국인,188,4,2,5,2,4,9,23,11,12,37,30,33,9,4,1,1,1,-,-,-,-
2019.3/4,송파구,방이1동,계,16515,490,643,767,1058,1191,1357,1153,1208,1221,1585,1448,1341,1070,759,494,330,207,134,39,12,8
2019.3/4,송파구,방이1동,한국인,16381,486,640,765,1058,1181,1338,1127,1188,1206,1570,1445,1333,1066,759,491,329,207,133,39,12,8
2019.3/4,송파구,방이1동,외국인,134,4,3,2,-,10,19,26,20,15,15,3,8,4,-,3,1,-,1,-,-,-
2019.3/4,송파구,방이2동,계,26209,806,578,587,865,1669,3137,3102,2704,1847,1951,1905,2040,1791,1265,886,561,304,139,54,17,1
2019.3/4,송파구,방이2동,한국인,25701,794,568,577,863,1624,3058,3013,2654,1801,1901,1855,1996,1780,1259,883,561,303,139,54,17,1
2019.3/4,송파구,방이2동,외국인,508,12,10,10,2,45,79,89,50,46,50,50,44,11,6,3,-,1,-,-,-,-
2019.3/4,송파구,오륜동,계,18917,399,1000,1451,1509,1250,1093,801,1053,1522,1970,1723,1464,1341,1002,597,331,187,146,65,13,-
2019.3/4,송파구,오륜동,한국인,18904,399,1000,1451,1509,1249,1091,800,1051,1520,1969,1722,1463,1340,1001,597,331,187,146,65,13,-
2019.3/4,송파구,오륜동,외국인,13,-,-,-,-,1,2,1,2,2,1,1,1,1,1,-,-,-,-,-,-,-
2019.3/4,송파구,오금동,계,40959,1699,1413,1422,2137,2909,3028,2913,3228,2677,3398,3668,3614,3306,2078,1408,914,626,320,147,42,12
2019.3/4,송파구,오금동,한국인,40739,1694,1412,1421,2126,2885,3008,2888,3202,2657,3372,3645,3594,3296,2078,1404,911,626,319,147,42,12
2019.3/4,송파구,오금동,외국인,220,5,1,1,11,24,20,25,26,20,26,23,20,10,-,4,3,-,1,-,-,-
2019.3/4,송파구,송파1동,계,26152,836,646,660,876,1664,3119,3165,2677,1862,1780,1933,1991,1751,1265,841,570,297,138,56,16,9
2019.3/4,송파구,송파1동,한국인,25653,819,642,654,870,1634,3063,3091,2635,1823,1728,1863,1927,1719,1260,840,569,297,138,56,16,9
2019.3/4,송파구,송파1동,외국인,499,17,4,6,6,30,56,74,42,39,52,70,64,32,5,1,1,-,-,-,-,-
2019.3/4,송파구,송파2동,계,20889,779,931,885,1165,1453,1573,1433,1723,1510,1651,1706,1812,1632,1044,690,401,271,147,58,16,9
2019.3/4,송파구,송파2동,한국인,20725,775,928,881,1163,1447,1571,1411,1700,1494,1634,1687,1784,1618,1042,688,401,271,147,58,16,9
2019.3/4,송파구,송파2동,외국인,164,4,3,4,2,6,2,22,23,16,17,19,28,14,2,2,-,-,-,-,-,-
2019.3/4,송파구,석촌동,계,34278,1052,903,912,1269,2049,3757,3923,3565,2545,2710,2554,2677,2283,1506,1138,753,420,178,61,17,6
2019.3/4,송파구,석촌동,한국인,33551,1030,878,899,1256,2023,3700,3846,3484,2490,2628,2455,2557,2242,1497,1133,753,418,178,61,17,6
2019.3/4,송파구,석촌동,외국인,727,22,25,13,13,26,57,77,81,55,82,99,120,41,9,5,-,2,-,-,-,-
2019.3/4,송파구,삼전동,계,32823,931,970,996,1287,2020,3458,3674,3508,2737,2684,2410,2440,2079,1369,994,634,365,152,85,19,11
2019.3/4,송파구,삼전동,한국인,32415,911,958,989,1286,1997,3390,3598,3458,2708,2667,2375,2395,2062,1362,993,634,365,152,85,19,11
2019.3/4,송파구,삼전동,외국인,408,20,12,7,1,23,68,76,50,29,17,35,45,17,7,1,-,-,-,-,-,-
2019.3/4,송파구,가락본동,계,27910,963,790,851,1251,1934,2548,2640,2407,1816,2260,2415,2613,2109,1259,880,559,347,184,61,15,8
2019.3/4,송파구,가락본동,한국인,27551,948,777,848,1247,1927,2519,2604,2368,1788,2218,2360,2559,2085,1253,880,557,346,183,61,15,8
2019.3/4,송파구,가락본동,외국인,359,15,13,3,4,7,29,36,39,28,42,55,54,24,6,-,2,1,1,-,-,-
2019.3/4,송파구,가락1동,계,27207,1547,1531,1118,1173,1611,2179,2646,2889,2115,1978,1946,2061,1771,1199,709,387,187,105,38,11,6
2019.3/4,송파구,가락1동,한국인,27124,1544,1528,1116,1172,1607,2167,2624,2877,2105,1974,1943,2059,1768,1199,709,385,187,105,38,11,6
2019.3/4,송파구,가락1동,외국인,83,3,3,2,1,4,12,22,12,10,4,3,2,3,-,-,2,-,-,-,-,-
2019.3/4,송파구,가락2동,계,33915,1177,1628,1798,1979,2218,2625,2400,2748,2662,3081,2782,2733,2332,1465,980,610,377,213,77,20,10
2019.3/4,송파구,가락2동,한국인,33704,1175,1623,1797,1979,2205,2605,2365,2728,2648,3058,2751,2708,2314,1462,979,610,377,213,77,20,10
2019.3/4,송파구,가락2동,외국인,211,2,5,1,-,13,20,35,20,14,23,31,25,18,3,1,-,-,-,-,-,-
2019.3/4,송파구,문정1동,계,21380,783,683,669,1004,1409,2055,1924,1845,1373,1651,1702,1947,1688,1079,688,430,238,131,53,18,10
2019.3/4,송파구,문정1동,한국인,21166,775,675,668,999,1392,2033,1898,1830,1348,1629,1677,1922,1678,1078,688,428,237,131,52,18,10
2019.3/4,송파구,문정1동,외국인,214,8,8,1,5,17,22,26,15,25,22,25,25,10,1,-,2,1,-,1,-,-
2019.3/4,송파구,문정2동,계,30038,947,839,667,968,1802,3699,4274,3698,2256,1998,1796,1803,1788,1275,892,614,395,214,90,14,9
2019.3/4,송파구,문정2동,한국인,29862,946,836,667,967,1789,3665,4227,3662,2242,1991,1789,1797,1782,1274,892,614,395,214,90,14,9
2019.3/4,송파구,문정2동,외국인,176,1,3,-,1,13,34,47,36,14,7,7,6,6,1,-,-,-,-,-,-,-
2019.3/4,송파구,장지동,계,34113,1428,1395,1427,1871,2240,2538,2574,2891,2551,2867,2850,2887,2430,1551,1096,696,411,248,130,27,5
2019.3/4,송파구,장지동,한국인,33878,1424,1391,1427,1870,2228,2491,2521,2861,2534,2843,2834,2867,2425,1551,1095,695,411,248,130,27,5
2019.3/4,송파구,장지동,외국인,235,4,4,-,1,12,47,53,30,17,24,16,20,5,-,1,1,-,-,-,-,-
2019.3/4,송파구,위례동,계,28291,2307,2576,1953,1425,1449,1398,2027,3280,3030,2458,1779,1501,1225,733,529,295,160,93,55,17,1
2019.3/4,송파구,위례동,한국인,28233,2306,2573,1951,1425,1446,1388,2016,3267,3025,2453,1777,1499,1225,732,529,295,160,93,55,17,1
2019.3/4,송파구,위례동,외국인,58,1,3,2,-,3,10,11,13,5,5,2,2,-,1,-,-,-,-,-,-,-
2019.3/4,송파구,잠실본동,계,29680,786,713,795,1195,1952,3356,3334,3038,2274,2411,2207,2204,1968,1340,923,618,343,144,52,15,12
2019.3/4,송파구,잠실본동,한국인,29068,773,703,792,1191,1925,3294,3252,2989,2222,2350,2125,2105,1918,1329,917,617,343,144,52,15,12
2019.3/4,송파구,잠실본동,외국인,612,13,10,3,4,27,62,82,49,52,61,82,99,50,11,6,1,-,-,-,-,-
2019.3/4,송파구,잠실4동,계,22371,1247,1949,1305,974,1029,1088,1263,2378,2402,1950,1496,1443,1366,977,664,429,225,95,57,17,17
2019.3/4,송파구,잠실4동,한국인,22292,1237,1944,1304,974,1027,1081,1256,2354,2394,1948,1493,1435,1365,976,664,429,225,95,57,17,17
2019.3/4,송파구,잠실4동,외국인,79,10,5,1,-,2,7,7,24,8,2,3,8,1,1,-,-,-,-,-,-,-
2019.3/4,송파구,잠실6동,계,17522,744,791,833,892,1019,1170,1195,1466,1274,1437,1305,1427,1413,932,647,430,281,165,71,21,9
2019.3/4,송파구,잠실6동,한국인,17335,723,772,825,891,1011,1157,1159,1426,1262,1420,1300,1424,1411,932,647,429,280,165,71,21,9
2019.3/4,송파구,잠실6동,외국인,187,21,19,8,1,8,13,36,40,12,17,5,3,2,-,-,1,1,-,-,-,-
